,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
10,prerank,SRC_UP.V1_UP,-0.39475177366927144,-1.7712695794448206,0.0,0.004248366013071895,0.03,48/152,17.95%,KCNH3;CALML5;COL26A1;RPRM;PI16;TMEM88;MORN3;CLDN9;POU3F2;PFKFB1;PRR3;MLXIPL;PACSIN3;CD70;APC2;STAC3;COX4I2;SLC35F4;MIOX;ATP8A2;SYN1;CEACAM19;TCEAL3;TTC21A;BAHD1;SUGCT;ARRDC1-AS1;LYVE1;MED10;TFR2;RNASE1;FES;CLIP3;DLL3;PDZD7;MTMR9LP;OPRL1;AIM2;FGF23;BCRP3;TAF3;PCP4;MMP16;FBLN2;CAPS;SMO;RAB3A;SLC4A9
11,prerank,SNF5_DN.V1_DN,-0.39090056116306454,-1.7712358183798016,0.0,0.0038235294117647057,0.03,44/142,15.25%,CELF4;PTPRZ1;MYH3;PCOLCE2;ENO3;GPX3;RRAD;ITGA7;CRMP1;EBF2;CNTN1;UCHL1;SLC1A6;LMOD1;SPEG;STMN4;RGS16;ANGPTL4;BNC1;DES;P2RX5;CDKN2A;RIMKLB;ATP8A2;NPR3;RCAN2;IZUMO1R;TPD52L1;PDZK1;LOXL4;MMP13;ITGA3;TRO;EFNA3;CHRNB1;CD99L2;MYLK;RGS5;CDH10;FOXD1;PRKG2;PIP;TNFRSF21;NPR1
12,prerank,MTOR_UP.V1_DN,-0.3680254281317346,-1.761860813369828,0.0,0.003475935828877005,0.03,43/175,15.27%,KCNH3;NGFR;MESP2;PI16;HSPA1A;COL20A1;PHF1;THBS3;IGF1;CRY2;CSDC2;S1PR3;DDIT3;CSRP2;NELL2;SYN2;AOC3;PTGIS;KRT15;SCARA3;CSAD;HTRA1;TNS2;KCNK3;LTBP1;CIRBP;AQP5;SLIT3;ARTN;MYH11;BACE1;SYF2;MYOC;TBC1D17;TH;NR1D1;EXOSC1;MYZAP;ZMYM5;OSGIN1;PDLIM3;PDE9A;SLC39A13
13,prerank,JNK_DN.V1_DN,-0.3718008730075563,-1.7396355290236336,0.0,0.005310457516339869,0.04,57/172,20.65%,JPH3;RARA;TM4SF4;GCGR;GRIN2C;NOVA1;KLHL35;APLP1;ITGA10;ARHGAP4;MAT1A;NELL2;RAB6B;RGS16;MYL9;TULP1;TNS2;KCNJ8;SYT17;APOBEC3F;ABHD2;VEGFC;NR2E1;SERPING1;PCYT1B;RCAN2;NFKBIL1;EFNA5;MIA;IRGC;TRO;TBKBP1;CAPN11;SPRY1;SGCG;MAFK;STON1;NRP2;GPR12;SV2B;PIP;TSPAN2;NPR1;PDGFB;PTPN18;IDUA;SMYD2;MAP1B;DENND5A;GCNT1;FAM131B;INPPL1;FABP6;PLCB1;G0S2;TYMP;SVEP1
14,prerank,CYCLIN_D1_KE_.V1_DN,-0.36996542940713534,-1.7374798862798015,0.0,0.004901960784313725,0.04,76/175,29.86%,KIF1A;CHRNB2;PTH1R;ACTN2;TNNT3;FCER2;MC1R;CRMP1;NTF4;CAV1;PIP4K2B;ADH1B;PDYN;DRD4;GJA1;PENK;POU3F1;KCNJ8;MX1;PLCG2;ACTC1;TFCP2;ALDH1A1;PGM5;NPAS1;PBX2;RLBP1;MS4A1;AKAP6;NOS1;FLT1;FES;ADARB1;TCEA2;SALL2;OXT;POU2F2;PCP4;PRKG2;INHBB;CXCL12;ARL4A;COL3A1;ATF7;BNIP2;PTCRA;MYL5;FXR2;ATP6V1B1;EML1;CNGB1;GALT;UCP2;CYP24A1;TMSB15A;NR6A1;ROS1;PROC;PCK1;DPF1;RAB5B;MYH2;CD37;PPIG;KLF9;HPN;TOB2;FKBP3;DNAJB4;BAG1;PIP4K2A;ILF3;MPI;A2M;NTSR1;HPX
15,prerank,VEGF_A_UP.V1_UP,-0.37375405040375326,-1.7290457712180822,0.0,0.004551820728291316,0.04,68/181,25.53%,SPOCK3;ENO3;TRAF5;TPTEP1;GRIK2;PPFIA4;CD19;DDIT3;LMOD1;EPHX1;MN1;FEV;MYL9;ARL4C;CCS;TRAF1;TNS2;ENPP2;DBH;KCNMB1;RGS3;CORO2B;PIN4;TAGLN;SHC2;CACNB1;NFKB2;PPL;COLQ;KCNC3;DCX;RBMX2;MIA;CALCOCO1;GABRA5;LHX2;APOBEC3G;MTSS1;CLIP3;ADARB1;TCEA2;LY6E;ARC;TUB;HS3ST1;EVX1;FMO4;HMCES;OPTN;SDC4;TM7SF2;GDF11;ENO2;DLG2;PAX1;DYRK1B;ITGB4;MERTK;CIC;PLTP;DUSP8;EMILIN1;ITM2A;PHLDA1;LCAT;TNFSF12;ATF3;HDAC5
16,prerank,HINATA_NFKB_IMMU_INF,0.6393231924993271,1.7278432611533194,0.0,0.005936675461741424,0.03,9/15,19.34%,CXCL8;IL1B;NFKB1;CXCL3;CXCL2;IRF1;CXCL6;IL6;PTX3
17,prerank,KRAS.BREAST_UP.V1_DN,-0.3562467981093873,-1.6984527126595708,0.015151515151515152,0.009346405228758169,0.09,47/126,26.99%,NOX5;TM4SF4;SLC30A3;NFATC4;PAQR6;RBM17;POU3F2;ASPHD1;TNNI3;EGR4;MYL9;TRIM9;CYP21A2;ALG1L2;SERPING1;CLSTN3;ZNF37BP;SPTBN2;EGFL7;HPR;SERPINA10;TEX15;WT1-AS;EXOSC1;NOS1;SV2B;NPR1;KCNQ3;PBX1;FGFR3;DPYS;CDK18;COL5A2;ATP6V1B1;PDE6B;ALOX12B;DPT;SYNDIG1;KCNJ3;ASIC1;ELMO1;TTYH1;C22orf31;SDS;DTNB;TSHB;SOBP
18,prerank,KRAS.600.LUNG.BREAST_UP.V1_DN,-0.34259389350884395,-1.6655017432576,0.0,0.012745098039215686,0.13,94/248,26.99%,NOX5;CALML5;TM4SF4;ADD2;SLC30A3;CRYAB;THBS3;PAQR6;MYOM1;KRT4;CD36;RBM17;GPRC5B;KCNB1;PAX2;GAMT;TNNI3;GAS1;CALML3;APC2;FSCN2;MYL9;CDH16;TRIM9;NSUN6;EPHX3;CYP21A2;RAG1;CRABP2;TRIM58;KCNMB1;ALG1L2;YBX2;KCNIP2;SERPING1;PSORS1C1;ALDH5A1;SPTBN2;TBKBP1;SERPINA10;AKAP6;PRDM12;CACNA2D3;TEX15;SLC6A3;PTPRU;NOS1;FLT1;SH3GL3;MXRA8;PRODH2;PLXND1;POU4F2;PBX1;NEIL1;KCNMB2;IL12RB2;PPFIA3;FGFR3;DPYS;HRK;HOXB3;DENND1C;COL5A2;ATP6V1B1;CKM;PDE6B;SCARF1;ALOX12B;MMP28;COL5A3;COL19A1;DPT;IGFBP2;GP1BA;SYNDIG1;DYRK1B;INPP5D;ASIC1;ZNF343;NPY4R;ELMO1;PROC;FGF1;DAAM2;C22orf31;SDS;KRT16;DTNB;STAG3L1;TSHB;SNN;ADORA3;SOBP
19,prerank,PTEN_DN.V1_UP,-0.3679239471450633,-1.6633469356959092,0.0,0.011995386389850057,0.13,64/159,26.00%,PTPRZ1;CYP26A1;TNNT3;TMEM151B;EEF1A2;COL26A1;TCF7L1;NGB;UCHL1;PAGE4;AQP1;KCNQ4;TCHH;PCDHA5;C5;BMPR1B;ASPN;GNAO1;EFNB3;NAP1L3;SHC2;TUBB2B;PDZK1;BDNF;MIA;MMRN2;HPR;JAM3;HOXC8;CAPN11;GABRA5;CHRNB1;LHX2;TGFBR3;SLC6A1;SPOCK1;TSPAN2;PCDHB12;OSGIN1;MAL;INHBB;SPOCK2;SORBS2;AZU1;MX2;CLTCL1;GJC2;HOXB2;RBP3;ATP6V1B1;CNR2;DMRT1;PGR;BMP7;SIT1;ZNF22;RGS2;CDIP1;MYBPC1;FGF1;CYB5R2;RASL12;ADRA2A;NR2F1
20,prerank,IL15_UP.V1_DN,-0.35787952183537725,-1.6420680319835657,0.0,0.014869281045751631,0.17,40/158,13.86%,RPL3L;ATP6V0A4;ACTN2;MYH7B;CUX2;CLDN11;SERPINA5;KLHL35;HYAL4;TCEAL4;ERC2;DOCK3;TSPAN32;EBF2;CNTN1;ASPHD1;RAB6B;C14orf132;GEM;ARL4C;SPAG4;PBXIP1;SIGLEC15;KCND1;FSTL3;NKX2-5;TSC22D3;KCNIP2;BCL2L10;TCN1;CNTNAP3B;SLC17A1;LYVE1;CD72;POU1F1;HOXD13;CDKN1C;SYT1;MYLK;CST2
21,prerank,HOXA9_DN.V1_UP,0.3346728436406644,1.641202527130615,0.0,0.010389182058047492,0.07,63/176,24.84%,CXCL8;GPR18;ARHGAP26;RBM47;CXCR2;PAQR3;TDRD7;ZFYVE16;ENTPD4;MS4A3;FBXL5;GALNT7;CSNK1G3;NOD2;ASCC3;S100A8;XPC;PTPRE;FNDC3B;SERPINB8;TPK1;RABAC1;CHUK;S100A9;TAX1BP3;CCR2;USP15;IL13RA1;FAS;TFEC;SAR1B;FNDC3A;FGL2;CHI3L1;ZCCHC2;SNX10;CDK8;HLA-DRA;NDFIP1;KLF4;CD84;SESN1;MSRB1;UGGT2;AGTPBP1;ICAM3;DICER1;RCBTB2;CRY1;MNDA;ZMAT3;TSEN34;CYLD;TNFRSF10B;SAMHD1;STX12;CD209;SLC35D2;MS4A6A;JAK2;ADAM9;SCHIP1;FUCA1
22,prerank,ALK_DN.V1_DN,-0.35635090548369425,-1.623847469172284,0.0,0.01609907120743034,0.2,27/130,11.43%,PTPRZ1;SEMA3E;IGFBP6;DOC2A;CRYAB;GRB7;PRPH;RPL23AP7;GABRG2;EFHD1;PENK;CASQ2;MX1;P2RX2;VAV2;GPR162;SEMA7A;PSORS1C1;HSPA1L;CTF1;KCNC3;ADCY2;GCKR;MIA;DNASE1L2;NMNAT2;CCDC81
23,prerank,AKT_UP.V1_DN,-0.34781943509824154,-1.6157289157678196,0.0,0.017205882352941175,0.22,64/181,24.62%,CAV2;PI16;PHF1;SYPL2;TNFRSF19;SFRP2;CSDC2;S1PR3;ITPKB;TULP3;GAS1;ANGPTL4;CDH16;PTGIS;KRT15;SCARA3;GNA14;HTRA1;TNS2;SLC22A12;RTKN;ZNF385A;KCNK3;FMO2;RNF25;TPD52L1;SIRT3;AQP5;ITGBL1;GALNT16;EDARADD;SLIT3;BEX4;PAQR7;CAP2;MYOC;NR1D1;EXOSC1;ISLR;C11orf71;PDZRN3;PDLIM3;PDE9A;SLC39A13;TYW1;ZEB1;BCS1L;IBSP;RAMP1;WIF1;CDPF1;EFEMP1;DPT;RECK;GNMT;SMARCD3;MSRB2;HEBP1;MERTK;C1R;ADHFE1;PLTP;UPB1;CNN2
24,prerank,ESC_V6.5_UP_EARLY.V1_DN,-0.3510510629085734,-1.614872524808091,0.0,0.01638655462184874,0.22,78/150,33.12%,IGFBP3;GAP43;UTS2;CRY2;CAV1;NAB2;MGP;SERPINE1;HES7;SCARA3;HTRA1;BGN;C16orf74;AEBP1;TAGLN;GBX2;CSRP1;SERPINF1;GSN;CCDC34;COL11A1;LTBP3;TIMP2;BHLHE40;CMTM7;CCDC80;FGF2;MRAS;PKD1L3;ABCA7;INHBB;SNTG1;PBX1;COL16A1;FBLN2;CALD1;COL1A1;COL4A2;COL1A2;FAP;TGFB1I1;PRCC;PARVA;COL3A1;TM4SF1;SMARCD3;NTN1;PCOLCE;ZFP36L1;SOCS3;AXL;LAMC2;S100A4;VAC14;CD37;C16orf89;ALCAM;CIZ1;NUPR1;HBEGF;GJB3;BMP4;SLC41A3;ANXA5;EMP1;ALX3;TTYH2;TUBB6;LOXL1;KLK10;COL4A1;GJB5;APP;KCNA1;ANXA1;INHBA;PMP22;TRIM54
25,prerank,CRX_NRL_DN.V1_UP,-0.3540760918009777,-1.5976929581234642,0.0,0.01622103386809269,0.22,42/129,22.99%,GFAP;REC8;MC1R;HSPA1A;TNNT1;KCNJ14;KCNB1;PSD;GUCA1B;WWTR1;AQP1;ANKRD33B;DRD4;TNS2;ATP8A2;RNF207;CRYBB1;HSPA1B;RHPN1;CNGA1;TCP11;CTIF;NXNL2;SAMD11;CROCC;PTPN18;NR2E3;SLC24A1;PROSER2;SLC25A25;SNTG2;ABCG4;MLF1;CNGB1;COL19A1;ST3GAL1;EPS8L1;PCOLCE;RDH12;KLHL36;RFX2;ZC3H3
26,prerank,PGF_UP.V1_DN,-0.35045118791585717,-1.5926057803494102,0.0,0.017178175618073315,0.24,72/173,25.85%,ACTL6B;CAMK2B;IGFBP6;SLC6A15;VGF;FZD7;CLDN9;TPTEP1;BCAM;SSTR2;PAX2;PPFIA4;NELL2;CACNA1C;ADH1B;ATP2B2;MYL9;UBE2H;ENPP2;TAOK2;CCDC9;SMARCD1;PDE1B;HOMER2;NFKB2;CTF1;KCNC3;EFNA5;ELAVL3;NPR2;AVPR1B;MEF2B;SPRY1;PTPRU;GNAL;MAP1A;LY6E;TROAP;MSI1;ARC;KCNQ3;MCF2L;CLASRP;KRT9;SDC4;PKLR;POU2F3;AOC4P;LRRC23;LTK;EVPL;MAST1;SVEP1;ZNF646;COL18A1;IGFBP2;KCNAB2;NUCB1;PKP3;PRPF19;ITGB4;SH3BP1;NR6A1;FOXG1;C9;ENTPD3;PXN;DPF1;DAAM2;S100A4;TNFSF12;PIP5K1A
27,prerank,KRAS.PROSTATE_UP.V1_UP,-0.36429572697668067,-1.5849719639559359,0.0,0.01699346405228758,0.25,65/122,32.76%,CAMK2B;COL26A1;CX3CL1;ANKRD34C;IL1RL2;MLXIPL;REEP2;MMP17;ANGPTL4;POPDC2;MMP11;CDH4;VEGFC;TWIST1;CR2;SYNPO2;SYT5;NXPH3;CNGB3;CHRNA3;BANK1;NES;KREMEN2;ETV5;FOXH1;MYOC;APOBEC3G;FEZ1;KHDC1;ARHGAP24;PLCH2;JAM2;KRT36;FABP3;ZEB1;HABP2;RFPL3S;LRRC15;CNTN5;FGF22;FSD1;NOL4;PCDHA2;RGS13;DNM1;NPY4R;PDK4;LMO1;AICDA;CD79A;CYP2R1;MEGF8;ADRA1B;TNNI1;ADM2;CES1P1;FGA;LIN7B;TUBA8;ACOX2;PADI3;CFH;PLLP;CEL;MAP4K1
28,prerank,GCNP_SHH_UP_LATE.V1_DN,-0.3162838750476582,-1.5793958488772772,0.0,0.016823529411764706,0.25,54/167,26.32%,ART5;PTH1R;SLC30A3;GRIN2C;GRB7;CX3CL1;TGFB3;ITGA7;DLG4;EEPD1;PPFIA4;CNN1;ANKRD33B;F8A1;AGER;VEGFC;DLX5;SERPINF1;SLC25A45;EPHB6;RMDN3;ZFYVE19;DHODH;WIPI2;AMOTL2;PTPRU;TNNC1;NRP2;TCEA2;LYSMD1;PTPN18;SNX21;S1PR1;MED12;ZDHHC5;FOXD3;DSCR8;EPHA3;PPM1M;PDCD7;GP1BA;SLC25A47;GJB6;BCL2L2;IKBKG;HTR3A;WNK2;NUDT1;CNN2;LAMC2;RBBP6;PIP5K1A;STX1A;FRRS1
29,prerank,KRAS.300_UP.V1_DN,-0.3554846770104587,-1.5781241055998059,0.0,0.016666666666666666,0.26,41/124,21.83%,TM4SF4;RRAD;NKX6-1;RYR2;KRT4;HYAL4;CSDC2;HSPB8;FOXI1;TNNI3;MYL9;CDH16;MX1;CRABP2;YBX2;TAGLN;PCYT1B;CHRM2;PSORS1C1;EPHB6;SPTBN2;PLEKHH3;ACTG2;TEX15;SLC6A3;NOS1;RASAL1;MXRA8;KCNQ3;MX2;KCNMB2;PPFIA3;FGFR3;BST2;DPYS;DENND1C;ATP6V1B1;PDE6B;DPT;THRB;SYNPO
30,prerank,KRAS.LUNG.BREAST_UP.V1_DN,-0.3624123018438643,-1.5648941809041486,0.0,0.01888162672476398,0.31,39/122,21.55%,NOX5;CALML5;TM4SF4;ADD2;PAQR6;KRT4;CD36;RBM17;GAMT;TNNI3;CALML3;MYL9;CDH16;TRIM9;NSUN6;CYP21A2;RAG1;CRABP2;KCNMB1;ALDH5A1;SPTBN2;SERPINA10;AKAP6;PTPRU;NOS1;FLT1;MXRA8;PBX1;FGFR3;HRK;COL5A2;ATP6V1B1;PDE6B;SCARF1;ALOX12B;MMP28;DPT;IGFBP2;SYNDIG1
31,prerank,BCAT.100_UP.V1_UP,-0.40469024430028655,-1.5553759817095947,0.0,0.021848739495798318,0.33,22/47,31.76%,EEF1A2;PPP1R1A;ENPP2;SERPINI1;ETV5;BIK;SLC7A8;DUSP6;SORBS2;DBNDD1;ARHGEF5;GCNT1;ENO2;DKK1;EFEMP1;ITGA9;FUT1;BMP4;HOXA1;MICU1;FLVCR2;HBA2
32,prerank,KRAS.50_UP.V1_DN,-0.4404326097582634,-1.5408449754612903,0.03636363636363636,0.022413793103448276,0.36,18/40,31.53%,RRAD;KRT4;HYAL4;CDH16;PSORS1C1;EPHB6;SLC6A3;NOS1;MX2;PPFIA3;ATP6V1B1;THRB;SDS;KRT16;CGREF1;HTR1B;SOX11;OLFML2A
33,prerank,ATF2_S_UP.V1_DN,-0.3156211585857463,-1.5402651504421703,0.0,0.022091503267973857,0.37,62/177,23.51%,NGF;LAMA2;TAF1C;NFE2;FGF9;COMP;GABRD;ADH1B;CRLF1;GAS1;MN1;ANGPTL4;GPRASP1;PTGIS;DES;VAV2;BMPR1B;SERPING1;C1RL;CBX7;CYP1B1;ITGBL1;PPL;SLIT3;SORBS1;PLN;COL11A1;NPIPA1;LTBP3;SGCG;DAPK1;ABCA8;SFRP4;ADARB1;PNMA2;REN;ATF5;RGS5;ID4;PDLIM3;ZP4;DPP4;COL16A1;FBLN2;NPPB;RNF39;ENO2;KCND2;ROR1;STXBP2;WT1;SVEP1;TENM4;EFEMP1;IGFBP2;KCNAB2;DGKD;TMEM176A;SDC3;CLGN;RGS2;CDIP1
34,prerank,DCA_UP.V1_UP,-0.3212121191205743,-1.5194311717292697,0.0,0.02343453510436433,0.4,44/167,17.15%,PNMT;C1orf105;IL23A;RPRM;NTN3;SERPINA4;ATP1B2;MYOZ3;SIX1;EYA2;CD70;WNT16;DPP6;MX1;ZNF157;ALG1L2;SERPING1;ANKRD53;KIF17;CNGB3;EPHB6;GARNL3;COLQ;SMN1;IRGC;KREMEN2;VPS39;INSL3;CAPN11;NRXN2;CACNG5;MYCT1;GDPD3;COPZ2;SARDH;CST2;MIR600HG;HOXC5;OXCT2;ELAVL4;MCF2L;SLC28A1;TYRO3;CYP2B7P
35,prerank,IL21_UP.V1_UP,-0.3217136126758527,-1.5114013225576375,0.0,0.024295343137254902,0.42,49/170,18.24%,DIRAS3;PTH1R;ZIC4;RGCC;C6;PAQR6;MYOZ3;CPA4;SPARCL1;EGR2;PCDHA5;PTPRN;BCL6;PYGM;NDRG4;HABP4;FAM107A;SEMA7A;DPYSL4;GDF9;KCNC3;CLSTN3;NUDT11;MYOZ1;GRIN2A;DNASE1L2;CD79B;TEAD3;MAFK;FOSB;GNAL;OPRL1;AIM2;PRR4;AGAP2;BOK;TPBG;POU4F2;BET1L;SPP1;EVX1;NKX2-8;PIM1;OLFM1;CXCL12;IBSP;ARHGAP22;SPRY4;CAPN10
36,prerank,RELA_DN.V1_DN,-0.338993102472508,-1.5023458329106951,0.0,0.028966131907308377,0.51,44/125,24.95%,PSCA;ATP6V0A4;HAS1;MYOM1;FTCD;UTS2;PSD;NFE2;CALY;C7;TNNI3;SSX1;TRAF1;CDON;VEGFC;BMPR1B;DNMT3A;GDF5;CLCN1;HRC;TACSTD2;MYOC;OXT;KLK7;MMP16;TEF;SEMA3A;GSTM1;IDUA;HOXD3;SPRY4;PKLR;GCNT1;NRXN3;RAMP1;GNMT;TMEM176A;CST1;RFX2;HTR3A;PTN;NPY4R;TACR3;SLC22A18AS
37,prerank,KRAS.LUNG_UP.V1_DN,-0.33253062990453847,-1.4979556459843895,0.0,0.02961361014994233,0.52,31/125,13.48%,CALML5;NGFR;ADD2;HEY2;CRYAB;KRT4;GAS1;CACNA1F;CALML3;CDH16;WNT16;KRT15;ZNF862;RAG1;CRABP2;POSTN;FMO2;PALM;PSORS1C1;SOX30;SLC39A2;CD22;SPTBN2;TSC22D4;AKAP6;PTPRU;CDKN1C;ERG;SH3GL3;MXRA8;RHCG
38,prerank,WNT_UP.V1_DN,-0.3128161910044817,-1.4959963276913193,0.0,0.03022408963585434,0.53,49/163,21.24%,IGFBP6;GFAP;GPX3;HAND1;NGF;GRIN2C;PPP1R1A;FZD7;PCP2;NSMF;CDO1;CNTN1;SLC1A6;GABRG2;KRTAP3-1;TNNI3;APC2;HEY1;KCND1;CASQ2;IRF7;SYT8;SERGEF;LHX1;CD79B;TFR2;ADCY4;F10;LHB;BPGM;VEGFA;TAL2;VIM;TGFBR3;BIK;HSD3B7;TNFRSF21;DNAJC4;OLFM1;PCDH7;STC1;ADAM12;NGEF;IFIH1;AKR1E2;G0S2;RAI2;SDSL;ACKR1
39,prerank,AKT_UP_MTOR_DN.V1_DN,-0.3089671662219876,-1.4803257026108116,0.0,0.031862745098039214,0.54,56/178,23.51%,JPH3;PRKRIP1;CAV2;PI16;CADM3;TNFRSF19;MLXIPL;S1PR3;SFRP5;ITPKB;TULP3;GAS1;ANGPTL4;CDH16;GNA14;POLM;CHRDL1;SLC22A12;RTKN;KCNK3;LANCL2;MSX1;ZC3HC1;NDRG4;ISYNA1;RTN1;KRBA1;RNF25;AQP5;GALNT16;VPS33B;BEX4;CAP2;FKBP10;C11orf71;PARP2;PDZRN3;TYW1;BCS1L;IBSP;RAMP1;COL5A2;TYMP;TM4SF1;CDPF1;EFEMP1;DPT;GNMT;KRT6B;SMARCD3;MSRB2;BMP7;ADORA1;MERTK;C1R;ADHFE1
40,prerank,KRAS.KIDNEY_UP.V1_DN,-0.3355152822340264,-1.478457541592022,0.0,0.031346051934287224,0.55,33/114,21.61%,GRM4;IL23A;KCNN1;NGF;RYR2;HYAL4;IL1RL2;CNN1;EFHD1;KLHDC8A;KCND1;PRSS21;MX1;ASPN;ACTC1;CHRM2;NR1I3;TACR2;EGFL7;NES;KCNF1;ADAMTSL2;TTLL2;DDX51;LILRA4;MX2;PDCD1;NPPB;ABCA3;SERHL2;LIPE;THRB;EPS8L3
41,prerank,EIF4E_DN,0.32120756303919196,1.4756525409096826,0.0,0.0795514511873351,0.48,37/92,24.84%,NCOA7;CLDN23;PTGS2;CLINT1;CLTC;VPS13C;NPEPPS;SORT1;LRBA;APPBP2;FNDC3B;MCPH1;DCTN4;CASP10;FAS;PRDX4;DIP2B;NEDD4L;FZD3;TPD52;SGPP2;GALNT5;SIK3;WDFY3;RCBTB2;CTSC;CD55;ALPK1;ARHGAP32;PHIP;SCAMP1;PTER;PRMT9;ADAM9;RANBP2;PARP8;FUCA1
42,prerank,MEL18_DN.V1_DN,-0.31330168470723574,-1.4629699115718782,0.029850746268656716,0.0358875128998968,0.63,30/135,14.70%,DIRAS3;SEMA3E;EYA4;EEF1A2;CUX2;EBF2;TCEAL2;EFHD1;DMD;PENK;GNG7;PCGF2;SYT17;CRABP2;SERPINI1;MPPED2;C1orf54;TMOD1;GAS2;AK1;MIA;PLN;NMNAT2;STON1;CLIP3;APOE;PCP4;LY6E;CDH10;ID4
43,prerank,SINGH_KRAS_DEPENDENCY_SIGNATURE,-0.45369566155879787,-1.4614344024579273,0.0851063829787234,0.03529411764705883,0.64,11/20,25.78%,FAM83A;TGFA;C1orf116;FGFBP1;ADAM8;LAMA3;LAD1;SEMA4B;LAMC2;SH2D3A;C6orf141
44,prerank,CAHOY_ASTROGLIAL,-0.344788394768619,-1.4582483200907081,0.0,0.03600490196078431,0.66,27/92,17.74%,LRP2;IGFBP3;PHACTR3;CNN1;KAZALD1;SERPINE1;GNA14;TRAF1;FBLN5;AEBP1;SERPING1;TAGLN;ITGBL1;MYOF;NOX4;CRYGS;TIMP1;OMD;PTRH1;MXRA8;COL8A1;LTBP2;ATOH8;COL5A1;ACTA2;VLDLR;BST2
45,prerank,PGF_UP.V1_UP,0.2941050479962533,1.451362099056861,0.0,0.07717678100263853,0.54,84/180,31.17%,CCL22;MMP10;NAT1;PTGS2;MTM1;TMED5;SLC4A7;HSD17B4;MIPEP;TFPI2;ASCC3;CPD;DNAJC3;CRYBG3;ATR;MKLN1;ZZZ3;XIST;CDC27;CEBPZ;GMFB;HS2ST1;CPA3;ITGA2;SMC4;ACADM;TAF9;HSPA13;IL1RL1;CREB1;REV3L;SGMS1;HIF1A;DCP2;LARP4;AHCYL2;SCAF11;NUP155;IREB2;AMPH;ATP2A3;ABCE1;AKAP9;BAZ2B;MAPK6;RCBTB2;TDG;STAM2;OSBPL8;AGA;ZNF451;PPAT;MTF2;RIF1;SUCLA2;AGL;ATP13A3;MBTPS2;BCLAF1;PDCD10;EIF2S3;ADAM9;IRAK1BP1;TNFSF10;MAP2K4;STK38L;TRIP11;IL6ST;RIPK2;SREK1;RECQL;PEX1;RPGR;ZNF354A;SLC33A1;SLC38A6;ZNF674;TWF1;ARMC6;NECAP1;CEP350;BACH1;RNF6;STAU2
46,prerank,CTIP_DN.V1_UP,-0.3249363340245871,-1.447117893168604,0.0,0.04196556671449067,0.71,36/117,17.57%,PNMT;C1orf105;PTH1R;TTR;MYOM1;KCNK2;RND2;TERT;DDIT3;ALPK3;TULP1;GNG7;TRAF1;KCNB2;PCDHA5;KCNIP2;OLFML2B;PKD2L1;SLC17A1;SNAI1;CD22;EGFL7;PPEF1;SP140;WT1-AS;SALL2;COPZ2;OXCT2;PER3;NPPA;ASPA;KCNS1;GRID2;ROM1;CD34;COL1A2
47,prerank,BRCA1_DN.V1_DN,-0.32040404386359234,-1.4431981031921917,0.03125,0.04187675070028011,0.72,29/121,17.09%,KCNQ2;HAND1;SUSD5;TCF7L1;LRRC17;FGF9;XCL1;MEOX2;CTDSP1;BMPR1B;OLFML2B;DPYSL3;CYTH3;GDF5;EXD3;SNAI1;COLQ;EFNA5;LYVE1;C1orf116;HAO2;NDOR1;C14orf93;PDLIM3;PLEKHO1;ASPA;GREB1L;MX2;SMO
48,prerank,BRCA1_DN.V1_UP,-0.3260548745914461,-1.4370585892519665,0.015151515151515152,0.04357045143638851,0.73,34/109,19.69%,MAP2;SHANK1;CCKBR;NKX2-2;KLHL35;IL1RL2;SIX1;CILP;LHX6;CHD5;PRSS21;CHAT;KCNB2;EXTL1;APBB1;RCN3;CTNNA3;ISYNA1;SGCA;SMN1;PHOX2B;RNF122;HMGA2;AIM2;GJA5;PIP;OSR2;GRID2;CD34;ETNK2;IQCA1;POU2F3;ANGPT4;DENND1C
49,prerank,RAPA_EARLY_UP.V1_DN,-0.29403486827304764,-1.4322797253868054,0.0,0.044028520499108735,0.74,37/168,17.87%,IGFBP3;HSPA1A;KRT4;CRMP1;PRELP;PHYHIP;CRY2;ARHGAP4;PSD;PAX2;FOXI1;AOC3;NUMA1;MROH5;FLOT1;KISS1;SNAPC4;ABTB2;ZNF3;TNN;SNTB1;F10;IL11RA;LMNA;TH;LHB;MAP1A;HDAC6;GALNS;GPR12;TROAP;PLXND1;GDPD5;COL10A1;FAM168A;RNF167;SF3A2
50,prerank,ATF2_UP.V1_UP,-0.3051217267568872,-1.4247168200588531,0.0196078431372549,0.049564270152505446,0.78,51/169,22.07%,MAP2;KRT81;APOD;ANKRD34C;VRTN;KRT7;REEP2;TSPAN32;CD19;PODXL;EFHD1;FOXM1;TRIM9;GNA14;UPP1;PELP1;PRMT8;C2CD2L;KCNK3;ASPN;CORO2B;RSPH6A;KISS1;PLXNB3;NFKBIL1;PACS1;TSC22D4;NES;NRXN2;FGFBP1;ALOX12;NEFM;ISLR;PCP4;MNAT1;SCUBE3;GZMK;GRAP;ARHGAP22;ABLIM3;RNF2;FGF16;DNASE2B;G0S2;ARSJ;GTF3C5;PAX1;CNTN5;LIPE;FSD1;HSD3B1
