Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KRAS.300_UP.V1_DN,-0.3556719592011403,-1.2854669414800108,0.05102040816326531,0.3327787021630616,1.0,44/128,27.38%,TM4SF4;KRT4;RYR2;RRAD;HYAL4;KRT16;FOXI1;NKX6-1;CDH16;BRDT;YBX2;TNNI3;PSORS1C1;MX1;TEX15;TGM1;PPFIA3;PLEKHH3;PDE6B;PCYT1B;ATP6V1B1;SLC3A1;SPTBN2;SOX11;FGFR3;KCNQ3;SLC6A3;APBB3;SDS;MX2;SPRR1B;MXD3;RASAL1;SLC9A7;DTNB;GRM2;BST2;PROC;RUNDC3B;IFI44L;HTR1B;KCNMB2;CHRM2;LFNG
prerank,KRAS.LUNG.BREAST_UP.V1_DN,-0.34621184643480696,-1.284344070719756,0.07142857142857142,0.3224171834820753,1.0,41/126,25.53%,TM4SF4;NOX5;KRT4;PAQR6;RBM17;KRT16;NSUN6;GAMT;CDH16;ADD2;IVL;TNNI3;ALDH5A1;TGM1;RAG1;FLT1;CALML3;PDE6B;ATP6V1B1;CYP21A2;SERPINA10;SLC3A1;CD36;GLS2;SPTBN2;SOX11;FGFR3;AKAP6;IGFBP2;SCARF1;CLCA2;MXD3;TRIM9;ADAMTS20;DTNB;ALOX12B;PBX1;PROC;RUNDC3B;IFI44L;HTR1B
prerank,KRAS.600_UP.V1_DN,-0.33082362263866194,-1.283322089628395,0.01,0.31082977645952403,1.0,71/252,23.11%,TM4SF4;TGFB2;PNMT;KRT4;RYR2;RRAD;HYAL4;GPR173;KRT16;CHRNG;FOXI1;NKX6-1;CDH16;CT55;BRDT;YBX2;HOXC8;GPR52;IVL;TNNI3;WNT16;SIT1;PSORS1C1;MX1;ADRA2B;TEX15;TGM1;AQP6;CALML3;PPFIA3;PLEKHH3;PDE6B;PCYT1B;MCHR1;SPRR1A;HLA-DOA;ATP6V1B1;DDX51;KLK7;CKM;NR1I3;ZNF154;SLC3A1;CCDC102B;CD36;SPTBN2;SOX11;FGFR3;CADM4;KCNQ3;SLC6A3;APBB3;CCDC33;C1QL1;SDS;YOD1;MX2;CLCA2;SPRR1B;MXD3;RASAL1;SLC9A7;KLF8;ABCG4;PRTN3;CNTFR;DTNB;GRM2;SERPING1;CNGB1;BST2
prerank,KRAS.DF.V1_UP,0.24149086645061552,1.2751685638452506,0.0,0.13285714285714287,0.29,42/185,14.90%,NAT1;CXCL1;CXCL8;IL13RA2;SEC24D;TFPI2;SLC4A7;S100P;MMP1;PLIN3;GLRX;PPM1D;DSN1;TIMP4;CXCL3;FAR2;PTPRG;RPS6KA5;TMEM158;FADS2;PDPN;ETNK1;IFITM1;FKBP1B;ASPH;GLMN;DKK1;BORA;PROCR;TLR2;SLC26A2;SRGN;CHRNA5;CBR4;CDA;ADGRE5;SERPINB1;PLAT;HSPA2;DLGAP4;DLGAP5;CSF3
prerank,ALK_DN.V1_DN,-0.34074281001215495,-1.274107560299735,0.08247422680412371,0.32903494176372716,1.0,45/128,28.86%,PTPRZ1;GRB7;DOC2A;SEMA3E;KCNC3;IGFBP6;P2RX2;CCDC81;DNASE1L2;MIA;PSORS1C1;NMNAT2;MX1;GCKR;EFHD1;CAMK2A;AP1G2;VAV2;RPL23AP7;IRF9;TIAM1;GPR162;ADCY2;HSPA1L;CTF1;PRPH;PAX1;NRDE2;ANGPTL7;GSG1;LPA;GRM2;NDRG2;AGRP;SLC10A1;IFI6;IFI44L;KIAA0408;FOXA1;ZFYVE26;TRIM17;DNAJA4;RHO;DOK3;LPAR2
prerank,KRAS.300_UP.V1_UP,-0.348506529806664,-1.2488702381743975,0.0425531914893617,0.40784026622296177,1.0,41/131,23.62%,SCG3;COL26A1;SLC6A15;SNAP25;ERC2;TERT;KIF5C;APOD;DYNC1I1;FGF9;NRCAM;DCBLD2;ASIC4;ZP4;NAV3;ETV1;CDK5R1;OR2B6;APOBEC3G;ETV5;DBH;RTN1;HEY1;KCNK7;DUSP6;GRIN2A;SYT1;TFPI;HPN;CFAP69;GABRA1;LINC01140;SPP1;SEMA3A;CGA;FABP3;TRIB2;GPR19;KIAA1549L;RCAN2;HAS2
prerank,ATF2_UP.V1_UP,-0.3343105308492474,-1.2485838383506411,0.02040816326530612,0.3940355817227698,1.0,52/174,25.64%,ZFR2;MAP2;TSPAN32;ANKRD34C;FABP4;ALOX12;PCSK1N;VRTN;APOD;CHRNG;RSPH6A;KRT81;UPP1;FOXM1;PELP1;SCUBE3;GNA14;EFHD1;C2CD2L;KISS1;CD19;FGFBP1;TSC22D4;DNASE2B;CNTN5;PODXL;HOXD11;BRAP;NFKBIL1;KCNAB3;MNAT1;PRMT8;RNF2;REEP2;FSD1;PAX1;GZMK;STEAP1B;GTF3C5;HPGD;TRIM9;PACS1;ARHGAP22;ARSJ;SAG;DIP2A;ZNF639;LAS1L;PLXNB3;FOXG1;NES;MAGEC3
prerank,TBK1.DN.48HRS_UP,0.28448048669302906,1.2466872452715436,0.06666666666666667,0.16103896103896104,0.38,10/49,6.48%,UBE2J1;APPBP2;CXCL2;MLEC;SDHB;CEBPA;OXSR1;LBR;CHMP6;TM9SF2
prerank,VEGF_A_UP.V1_UP,-0.32609464633220786,-1.2449919650578691,0.04081632653061224,0.3957478276945831,1.0,50/184,22.63%,ENO3;PPFIA4;TPTEP1;GRIK2;KCNC3;TRAF5;FEV;DCX;SPOCK3;TRAF1;MIA;CACNB1;CCS;LHX2;DDIT3;GABRA5;COLQ;CD19;APOBEC3G;DBH;ARL4C;PIN4;IRF9;MN1;ADARB1;GDF11;RGS3;SHC2;RBMX2;ENPP2;NFKB2;MERTK;TNS2;LY6E;MTSS1;PAX1;FMO4;TM7SF2;PHLDA1;EPHX1;SPINK2;DYRK1B;HS3ST1;DLG2;EVX1;HMCES;ADORA2A;TCEA2;MYO1A;LCAT
prerank,KRAS.PROSTATE_UP.V1_DN,-0.33389304991084795,-1.2400810339713322,0.10638297872340426,0.402828618968386,1.0,32/130,21.34%,KCNQ2;POU3F2;PTH1R;KRT4;RRAD;KRT16;KCNJ14;OXT;ITGB1BP2;CDH16;YBX2;GPRASP1;IDUA;C5;MUC16;TGM1;NPHS1;SERHL;OPCML;SPRR1A;CRY2;IBSP;FLRT1;KDM8;CADM4;SDS;PLCB1;SPRR1B;ABCG4;IGFBP3;PRTN3;CNTFR
prerank,WNT_UP.V1_UP,-0.3268338338783975,-1.2396861906825694,0.09,0.39110677606288374,1.0,61/163,28.14%,CHRNB2;KCNN1;LTB4R;MC1R;SYT3;C8G;KCNC3;INSRR;OXT;UTS2R;LANCL2;GHRH;STK36;EYA2;CRMP1;DNAJB13;SEMA5B;ADGRB1;VAMP1;RNF112;MYOM1;RASGRP2;AP1G2;RAD9A;POU1F1;HOXD3;DPYSL4;FNTB;HES5;HOXD10;CYP2E1;PLA2G6;OLR1;SETD6;DBP;RETNLB;PKLR;UBXN11;ATP4B;IRX3;PRL;SLN;HS3ST1;GNMT;TSPO2;PMF1;DTNB;KLRC1;PLAC9;LCAT;POLD2;UTF1;FGF18;PKIB;MAPKBP1;GALNT11;NTSR1;ZNF358;CHRNA7;FXYD3;INHBB
prerank,KRAS.50_UP.V1_UP,-0.39802861480582347,-1.2315839584303958,0.13333333333333333,0.4062562396006656,1.0,10/44,11.38%,SCG3;SNAP25;TERT;KIF5C;DYNC1I1;FGF9;NRCAM;ETV1;ETV5;HEY1
prerank,MYC_UP.V1_DN,-0.3232491308809858,-1.2289095811270057,0.07216494845360824,0.4032955826310987,1.0,41/156,18.08%,REC8;AGER;GAMT;PLK5;UTS2R;ZNF334;PPM1N;PBX4;GALNTL6;SLC6A1;BANF2;FBXO27;RUSC1-AS1;C16orf74;NGFR;PRRT2;VAMP1;SRGAP2C;POGZ;HOXC4;ZNF467;IRGC;MST1L;MEGF6;NTF4;ZNF789;SRGAP2B;MN1;PSMC3IP;MCHR1;PAK3;SYT1;PLEKHG2;PCDHB4;C1orf54;HOXB2;CLSTN3;TRIM56;LINC00173;HIP1;RAB4B
prerank,IL15_UP.V1_DN,-0.3253568303681578,-1.2175830132364396,0.12121212121212122,0.4337146422628952,1.0,30/162,12.77%,ACTN2;TSPAN32;RPL3L;ATP6V0A4;ERC2;KLHL35;HYAL4;DOCK3;LRP2BP;SERPINA5;EBF2;KCND1;KCNIP2;ASPHD1;CLDN11;KCNS1;SPAG4;TCEAL4;RAB6B;CD72;BCL2L10;FSTL3;POU1F1;ARL4C;TCN1;NKX2-5;DEPTOR;SLC17A1;SYT1;HOXD13
prerank,PDGF_ERK_DN.V1_UP,0.23273856376328864,1.2150924285877647,0.0,0.1829988193624557,0.42,23/135,9.17%,NOS2;NRG1;GALNT3;RBM3;ACOT11;SOX21;GLRX;OXCT1;AQP3;TAF1B;PKN2;LMAN1;KBTBD11;PPIP5K2;SNRNP40;NRIP1;LEPROT;PSMB10;NUP160;EXOSC10;MID1;FCHSD2;STX12
prerank,STK33_NOMO_UP,0.2503551497541223,1.21368357037483,0.0,0.18204404291360812,0.42,101/273,23.88%,MMP10;IL1A;CXCL1;NAMPT;WNT5A;TPSAB1;MMP1;IL1B;NPEPPS;EPAS1;USP53;PSD3;CXCL3;CXCL2;IL7R;GFPT1;GPRIN3;AQP9;VWA5A;KBTBD8;IL10;KLF6;MGAT4B;PTX3;THAP1;HBP1;FNDC3A;TLR1;AKTIP;GBP3;FAM114A1;ASPH;ZBTB18;MAP4K3;SQSTM1;KDELR3;LACC1;STX12;HINT3;P2RY14;TREM1;SIPA1L2;HCAR3;EMP1;KCNJ2;PINLYP;ARRDC3;UEVLD;IL6ST;DUSP1;CCL4;PTPN3;ADAMDEC1;BBS12;IL1R1;NRAS;FBXO32;GLIPR1;CLEC7A;CTTNBP2NL;RAB8B;TRIM23;FCHO2;CRK;CXCL6;OSTM1;WDR19;MTMR9;ARL5B;SLC24A3;THBD;STK17B;STAM2;TWF1;SAR1B;CCDC71L;KCTD3;KCNJ15;CPEB4;SGPL1;BTBD7;HSD11B1;KIAA0232;DPY19L4;TNFAIP6;IL1R2;HACD4;PTGFRN;FOS;SYNJ1;ZCCHC14;HMOX1;ZEB2;CCL20;BCL3;LY96;APPL2;ZNF222;PGBD5;KLHL28;COL6A3
prerank,LEF1_UP.V1_DN,0.22515711664747307,1.2133938830787545,0.0,0.1778138528138528,0.43,47/176,17.24%,TFF1;GDE1;AGR2;TPM1;DIXDC1;SLC44A4;RBM47;CXCL2;NUDT18;SH3GL2;MOCOS;ANKFY1;PRSS1;TLR3;IL33;OAS1;MANEA;CFTR;TCEAL1;PTPN13;ATP1B1;FPGT;SORL1;VILL;PDGFRL;ERAP2;PF4;MYRIP;IL17RB;CPE;CNN3;RBP4;BDKRB2;ACSL5;CPOX;KRT20;TSPAN1;PAK1;NUDT6;PDGFC;TMEM53;PAPSS2;OPN3;SLC1A1;MLLT3;PLAC8;PLSCR4
prerank,CTIP_DN.V1_DN,-0.3360712039430853,-1.2130201929614741,0.13541666666666666,0.4402662229617304,1.0,31/117,19.86%,PTPRZ1;CCNA1;CAMKV;NRIP2;CX3CL1;CDH16;ALX4;WNT16;TTLL3;RUNX3;BCAM;INSL3;ACOXL;TGM1;PSORS1C2;CEP162;KCNH7;PLEKHH3;SLC3A1;SACS;MAPK11;CTF1;REEP2;DDAH2;HIP1;RGS11;HLA-DOB;MAGEL2;CDKN1C;ECE2;KCNC1
prerank,IL2_UP.V1_DN,-0.32926127471060135,-1.208232285133052,0.09090909090909091,0.44622687677400413,1.0,51/169,23.66%,RPL3L;ERC2;PCSK5;LRP2BP;ZNF362;CCDC81;AGBL2;ASPHD1;KCNS1;TCEAL4;RASGRP3;SCHIP1;KLHDC8A;CD72;TRPM1;GPRC5D;COLQ;REC114;NDOR1;CHRNB4;CYP46A1;ARL4C;SARNP;PDE6B;PAK3;ZNF408;DEPTOR;RABEP2;SYT1;MAGI2;INHA;TNNT3;HHIPL2;SPATA1;LINC00472;ISL1;SLC24A1;HSF2BP;SDCCAG8;POU2AF1;CDKN1C;PBXIP1;SLN;HTR2B;KANSL1L;FUT9;TAGLN3;TRIB2;NACAD;CFAP44;PBX1
prerank,KRAS.PROSTATE_UP.V1_UP,-0.3297973953499105,-1.2016276237739736,0.10869565217391304,0.46063227953410973,1.0,49/124,32.48%,COL26A1;ANKRD34C;CX3CL1;MMP17;IL1RL2;CAMK2B;MLXIPL;CNGB3;SLC10A2;TUBA8;SYT5;KREMEN2;KHDC1;CR2;APOBEC3G;ETV5;CNTN5;CDH4;RFPL3S;PCDHA2;VEGFC;DNM1;REEP2;LIN7B;FSD1;POPDC2;FOXH1;KANSL1L;FABP3;KIAA1549L;TWIST1;IDI2-AS1;RGS13;LMO1;NES;BANK1;CEL;FGF22;TNNI1;FGA;TEC;ANGPTL4;LIMD2;MAP4K1;NPY6R;ARHGAP24;NOL4;ACOX2;TGFBR1
prerank,KRAS.AMP.LUNG_UP.V1_DN,-0.31647631583572533,-1.196768219305105,0.18556701030927836,0.46957848031059346,1.0,42/130,26.78%,SHANK1;KCNN1;HEY2;SYNGR3;SNCB;CACNA1F;HOXC8;C5;GRIK5;APC2;SYNPO2L;HDAC7;HBA1;ZNF862;KREMEN2;HOXC11;RAG1;ABCD1;ST20;RPA4;PPFIA3;GP1BA;CRY2;PDCD1;CEND1;SLC6A16;CTF1;DNM1;SDS;SCARF1;MXD3;POU2F3;DTNB;TRHDE;GNAT3;C19orf73;TRMT2A;RBFOX1;CYP2C18;ZC2HC1C;WDR33;TSGA10
prerank,KRAS.LUNG.BREAST_UP.V1_UP,0.2388218117545829,1.1854147213411643,0.0,0.2286753246753247,0.53,19/132,4.47%,PTGS2;MMP10;CD1A;CXCL1;CXCL8;IL13RA2;CLSTN2;SHOX;RELN;CRCT1;TTC22;MMP1;GLRX;CEACAM3;SMPX;CXCL3;CXCL2;TNFAIP3;CSF2
prerank,KRAS.600_UP.V1_UP,-0.3078732868743152,-1.1674845597548453,0.12,0.5849440122318658,1.0,88/255,27.06%,SCG3;COL26A1;SLC6A15;SNAP25;ERC2;ANKRD34C;TERT;MMP17;KIF5C;APOD;MLXIPL;DYNC1I1;FGF9;PFKFB1;AURKC;NRCAM;DCBLD2;ASIC4;ZP4;NMNAT2;NAV3;PCDH9;ETV1;TRIM45;CDK5R1;KCNJ8;OR2B6;APOBEC3G;ETV5;ST18;DBH;PMS2P4;RTN1;ARL4C;HEY1;KCNK7;DUSP6;GRIN2A;SYT1;CSN2;ESM1;CPA2;CEND1;TFPI;KCNAB3;VEGFC;LDB3;HPN;FEZF2;STX1A;REEP2;PRL;CFAP69;GABRA1;CTNND2;ZDHHC11;LINC01140;EXOC6B;KCNC1;GPR18;PNMA2;SPP1;SEMA3A;NTRK3;TAGLN3;CGA;FABP3;TRIB2;GPR19;SH2D2A;DIRAS2;MOBP;KIAA1549L;RCAN2;GPR37;HAS2;IDI2-AS1;ATP4A;FOXG1;ADAM8;RRAGD;SATB1;EN2;DDX6;CEL;ANO1;NRP1;OR2C1
prerank,WNT_UP.V1_DN,-0.30602156340979686,-1.1643491714069645,0.18181818181818182,0.5826079341448464,1.0,35/162,17.00%,SLC1A6;GRIN2C;PCP2;HAND1;IGFBP6;NGF;KCND1;NSMF;TNNI3;FZD7;IRF7;CELF1;APC2;PPP1R1A;LHX1;PRH1;ADCY4;TFR2;GPX3;HSD3B7;TAL2;DNAJC4;SYT8;SERGEF;BIK;KRT6B;IRF9;HEY1;AKR1E2;LHB;KRTAP3-1;GBP4;F10;SDSL;CDO1
prerank,ESC_V6.5_UP_EARLY.V1_UP,-0.3113577627280273,-1.1609757392579187,0.20212765957446807,0.580929220529886,1.0,38/153,21.75%,DOC2A;SYT3;TERT;AGER;CGNL1;PHF21A;SLC29A4;GPRC5B;PURB;PARP6;AQP2;POU3F1;PMFBP1;PDZK1;DLL3;TMEM121;SLC5A11;SYT8;WNT3A;ADAMTSL4;DEPTOR;LEF1;NRL;OTX2;ENPP2;SOX11;GATAD2B;GDPD3;RPRD2;C9;PRICKLE1;VPS39;ARHGAP27;KCNC1;KLC2;FGF5;IGSF8;GABRR2
prerank,RB_P107_DN.V1_DN,0.22089000046329343,1.1592591228034126,0.2,0.2694305694305694,0.61,26/115,15.72%,PMM2;C3orf70;TDRD7;GNG12;GLRX;ELOVL6;PTPRE;SRI;GUCA2A;LPCAT3;PPA2;TLR2;EDN1;CAP1;LACTB2;MYO1D;PANK1;COG6;BIN3;ELOVL1;CBR4;S100A8;S100A9;BSDC1;UNC119B;CHAC1
prerank,E2F3_UP.V1_DN,-0.3099306316791014,-1.1537209063725482,0.17525773195876287,0.598028286189684,1.0,51/146,28.53%,RARA;RSPH6A;UTS2R;LHX6;WASH3P;HSD17B7P2;WT1-AS;GALNTL6;FBXO27;RUSC1-AS1;C16orf74;ZNF674-AS1;RNF215;PVT1;SNAPC4;HOXC4;IRGC;MEGF6;KCNQ1OT1;APOBEC3G;SRGAP2B;ZNF3;IFNE;FUBP3;PMAIP1;SH3TC1;GAS8-AS1;PCDHB4;NRL;RBM4;STX1A;LINC00173;ZNF782;EIF3CL;SPRR1B;SLC2A6;LINC00662;INO80C;FAM209A;SH2D2A;TBRG4;CYP4F29P;DOK7;ADAM8;GRID1;CBLC;LFNG;ZNF646;NR6A1;TREM2;BCO2
prerank,BCAT_GDS748_UP,0.2737343707593192,1.1485415937217882,0.23529411764705882,0.28927368927368924,0.65,11/44,14.15%,SLC39A14;ASRGL1;AQP3;PKP2;MYB;FGF20;DDAH1;CA2;KCTD12;PLEKHB2;QPCT
prerank,SIRNA_EIF4GI_UP,0.29254233386394973,1.1458574728204258,0.0,0.2846938775510204,0.65,24/90,13.10%,ASAH1;FCAR;UBE2E1;DAG1;KIF2A;ATP1A1;XPC;HLA-B;ZFP36L2;NSG1;IGF2R;GIN1;UQCRC2;GPR15;ESYT1;PTPN13;PERP;PAPSS1;MIA3;SLC25A5;CA2;CSE1L;SLC25A3;CAMLG
prerank,PRC2_EED_DN.V1_DN,-0.2970277299233444,-1.1381394483740663,0.24242424242424243,0.6599732153727527,1.0,67/182,34.59%,TMEM59L;PHKG2;TUT1;ANKZF1;TAF1C;SURF2;MIA;FBXO17;SYN1;KCNS1;APLP1;MICALL2;PACSIN3;DNAJB2;PCDHGA3;USP20;AP1G2;ITPKB;AFF3;XRCC3;STXBP2;TNK2;VAV2;FER;ODF2;EXOSC2;FBXL6;ARHGEF17;NDRG4;PACS1;QTRT1;SLC2A6;MICAL1;DDX31;TRMT2A;SIPA1;ENO2;CDK18;PLXNB3;BTBD2;VAC14;KCNA4;SLC35C2;PAGR1;EED;SLC26A1;ABCB8;TRPM4;INHBB;GLE1;PRICKLE3;TKFC;CLPB;ERCC2;PCDH12;MCM10;SV2A;SYMPK;CEP131;PRMT7;MVD;TGFBR1;UTRN;TNFRSF10D;RECQL4;CAD;MYBL2
prerank,BRCA1_DN.V1_DN,-0.31068189046083017,-1.131018852540147,0.24210526315789474,0.680865224625624,1.0,38/124,25.88%,KCNQ2;HAND1;SUSD5;XCL1;FGF9;TCF7L1;ITGB1BP2;AURKC;BMPR1B;EXD3;HAO2;COLQ;C14orf93;NDOR1;LRRC17;SNAI1;MSH5;CTDSP1;SLC3A1;CHD2;GREB1L;CDK11A;MEOX2;EFNA5;SCNN1D;SCARF1;INSR;MX2;EXOC6B;DPY19L1P1;GPR19;NRGN;ASPA;ATP4A;OLFML2B;TMEM143;KANSL3;C1orf116
prerank,GCNP_SHH_UP_EARLY.V1_UP,0.1891006121008241,1.1228076867423378,0.0,0.33318405732198836,0.72,43/160,17.64%,WFDC21P;OXSM;DNAJC3;SLC35E1;MAPK14;RHPN2;HLA-B;ABCB10;DHFR;MYB;JMJD8;OXNAD1;LBR;TNPO1;ANKRD13C;SRSF1;RPL39L;ZZZ3;CDC23;MSH6;PARG;LATS1;MAN1A1;MBTD1;PPP1CB;RRM1;VPS4B;FTSJ3;GNL3;CHEK1;DCPS;AFF4;NCAM2;SPDL1;PDS5B;UQCC1;ATF1;MCM6;VHL;CD55;MCM5;CXorf38;RYK
prerank,P53_DN.V2_DN,-0.3142146404841749,-1.121090563799503,0.22826086956521738,0.7189877336222575,1.0,40/136,20.39%,POU3F2;FABP4;SSTR2;SLC27A6;SYT17;IGFBP6;NOL3;ADAM11;MMP16;BMPR1B;ENPEP;PBX2;TTR;RAB17;KCNJ8;TULP2;SERGEF;CLEC4M;SNAI1;ATP6V1B1;RAD52;HOXD13;PGF;PRMT8;RNF2;SLC24A1;HCG9;SLC6A3;ATP4B;HSF2BP;DIO1;RAB4B;HPGD;HOXB3;RASAL1;PER3;CLTCL1;CHD1L;QTRT1;PTGDS
prerank,RB_DN.V1_DN,0.21359761969458835,1.1177235059359145,0.16666666666666666,0.3381818181818182,0.75,41/115,20.36%,CDC42SE2;MICAL2;F2RL1;LMAN1;CREB3L2;SEC23A;ANKFY1;PSMB10;TNC;MSMO1;RB1;IL33;SARAF;TMEM50B;ACKR3;CAP1;CD44;SLCO2A1;TMCC3;MOXD1;FURIN;BNC1;CTNNAL1;DKK3;C18orf32;CISH;UNC119B;LCE1B;CHAC1;GOSR2;SQLE;PPP2R1B;RASL11B;NEDD9;CTSC;HSPA5;RPS2;TMEM140;NFIL3;SMIM3;TUBA4A
prerank,PRC1_BMI_UP.V1_DN,-0.30321723099697606,-1.1174050310373513,0.24489795918367346,0.7215474209650583,1.0,56/169,31.98%,SHANK1;PADI1;MPPED1;PLIN1;MIA;CNGB3;LHX6;APOBEC3F;FBXO17;SYN1;PIK3C2G;RND2;PACSIN3;PAGE4;AP1G2;AANAT;FBXL8;ATP8A2;OPCML;KCNF1;GAS8-AS1;FES;CYP3A7;SLC16A10;HOXD11;HHIPL2;SPTBN2;FGFR3;RNF2;EFNA5;LY6G6E;ITGA7;DNAI1;KCNC1;QPRT;ANKS1B;BMI1;NACAD;EVPL;MTHFS;GJC2;PLXNB3;C22orf31;DDX25;CLIC3;SDK2;TRPM4;FGA;ZNF771;LRRC36;PYCARD;CACNA2D2;PLA1A;HAPLN2;SPINT1;FLG
prerank,RELA_DN.V1_UP,-0.2980131489381126,-1.1173560238986664,0.2916666666666667,0.7059789240155298,1.0,30/139,19.08%,CDK5R2;ATP2A1;ADAMTS13;TLX1;SLC27A6;NOVA1;FOSL1;XCL1;GHRH;PODXL2;KCNQ4;CLK1;P2RY11;PPP1R15A;RNF25;INE1;ATP8A2;SNAI1;WRNIP1;ESM1;FLRT1;SNAPC1;GLS2;FXYD7;CTF1;CHST1;DGKI;CELP;VEGFA;ZFP37
prerank,MEL18_DN.V1_UP,0.21757641612989387,1.1082668537407883,0.0,0.35324675324675325,0.8,47/140,21.68%,CXCL1;PTHLH;LPL;IL7R;CSF2;MEOX1;COL7A1;CDCP1;ITPR3;PAPPA;ENTPD6;CDH13;ASPH;ZC3H12A;WNT5B;CHST2;TNFRSF9;EDN1;SIK1;SLC6A9;CTSS;SLCO2A1;TAP1;FURIN;ITGA4;ADGRE5;PLAT;BDKRB2;PYGB;SLC29A1;SLC1A4;PDCD1LG2;SRPX2;ABLIM3;FZD6;FAP;KCNJ15;LHFPL2;ATP13A2;CSF1;MICB;TNFRSF8;PIEZO1;TEK;C3orf52;TNFAIP6;CSPG4
prerank,NOTCH_DN.V1_UP,-0.30643595835374976,-1.1063649100790987,0.21212121212121213,0.7433480431165449,1.0,60/173,31.34%,CCNA1;RRAD;TMEM59L;TLX1;HSPA1A;KCND1;YBX2;ATP1B2;TNNI3;GUCA1B;GABRR1;SRGAP2;UPB1;ETNPPL;HPCAL4;RAG1;MN1;ESM1;ANGPT4;CPA2;ADAP1;TPPP;MTG1;NPTX1;SPTBN2;CTF1;C6orf15;PPP1R13L;DGKI;GTF3C5;BTG2;HABP4;SLC9A7;STAT2;ANGPTL7;KRT18;SSH3;CDKAL1;EFNA3;KCNK12;SCN8A;TUBBP5;TTC21B;TENM1;HTN1;PROC;PIAS3;ZNF671;NPTXR;IQCC;RNF39;NR6A1;CIB2;LDOC1;ABTB2;SLC5A4;TNS1;SETD1A;NPY6R;KCNH2
prerank,KRAS.LUNG_UP.V1_UP,-0.2996228083262677,-1.1041546764886192,0.26881720430107525,0.7397245725209756,1.0,46/126,29.17%,SLC16A8;IL23A;SLC6A11;KIF5C;CYP4F8;NGF;AURKC;IGSF1;DCBLD2;POLM;MYH2;EGFL7;NAV3;OR2B6;NPHS1;NDOR1;ZBTB48;GRIN2A;NKX2-5;HOXD11;CLSTN3;LINC00472;LDB3;HPN;CELA2B;SDCCAG8;CFAP69;PRKG2;FABP3;SH2D2A;SEMG2;KIAA1549L;ZNF821;OGDHL;ZNF639;NES;ADAM8;BANK1;ANO1;NRP1;NELL2;CYP2J2;CYTIP;RNASE1;KCNA5;ANGPTL4
prerank,PRC1_BMI_UP.V1_UP,-0.290121156199379,-1.0997727837165439,0.2653061224489796,0.7471713810316141,1.0,46/167,24.36%,IDO1;SLC6A15;ACTL8;GRIN2C;MYL3;PTCH2;FGF12;PAX6;CD5L;YBX2;ATP1B2;KRI1;NIN;PCDHB12;ZNF117;ARL4C;AZU1;NEIL1;RGS16;LIME1;TNN;DMD;PELI1;PAX5;RBM4;TOR1AIP2;EGR2;AGAP2;CNGA1;SDCCAG8;RIC3;FAM153A;CFAP69;CDK6;MAFK;GNG3;PTGDS;TNNI3K;RIPK4;GRM2;SH2D2A;ANGPTL3;OSGIN1;CLDN3;ZBTB10;CXCL10
prerank,PTEN_DN.V1_DN,-0.2913476263247465,-1.0975413284168276,0.31313131313131315,0.7421915854528167,1.0,24/163,10.51%,BTBD18;KCNMB3;ANKRD34C;FOSL1;HEYL;KCNJ10;KRT81;DNASE1L2;GPM6A;ZNF556;FBXO17;MATN3;WNT16;PIK3C2G;DMP1;TMEM262;NEB;SEMA4D;HPCAL4;NPPB;ETV5;ANKRD53;FOLR3;CDH10
prerank,GCNP_SHH_UP_EARLY.V1_DN,-0.29637390160680327,-1.096892162682841,0.2653061224489796,0.7295840266222963,1.0,54/157,30.11%,JPH3;SIX4;GABRD;PCP2;CRYGS;TERF2IP;GNA14;DCAF8;PLK2;AKR1C4;EEPD1;PDE1B;NPPB;SLC43A3;MAP3K12;PHLDB2;ELMOD3;MAP4K4;GLB1L;CDK5RAP3;DBP;MERTK;RSPO2;GBP4;WWC2;LRRC23;LAMB3;MX2;CDK5;GABRA1;AMOTL2;HOXB3;MGP;PITX2;IRF3;GPR19;LRRC57;HAS2;LAT2;MIIP;SMYD5;RRAGD;FRMD5;UBTF;SETDB1;FOXA1;GAPDHS;PPFIBP2;HES1;NR6A1;HOXB9;LTBP3;CRABP2;TMEM176A
prerank,MEK_UP.V1_UP,0.21065002620548348,1.0944044286322534,0.0,0.37995129870129873,0.84,37/186,11.33%,CYP1A1;S100P;SLC12A2;FGB;CEACAM5;MICAL2;EPAS1;F2RL1;AQP3;PKIA;PARM1;RAB5C;NT5C2;PTPRE;BACE2;TGFBI;KLF4;CXADR;FADS2;SDCBP;ASPH;KRT7;ACSL1;GABBR2;ARRB1;TRIM29;CEACAM6;L1CAM;EDN1;ALDH4A1;SORL1;CBLB;ELL2;PCDH1;NT5DC2;SPAG1;MYO1D
